no,name,year,cc,distance,color,gear,fuel,option,seat,flooding,insurance,release,price
3,쌍용 액티언 스포츠 AX5 2WD 클럽,2011,1998,170215,검정색,자동,디젤,15,5,0,2,2096,650
32,쌍용 슈퍼렉스턴 RX6 2WD 고급형,2010,2696,107026,흰색투톤,자동,디젤,24,7,0,0,2825,650
74,쉐보레 어메이징 뉴 크루즈 2.0 디젤 LTZ,2015,1998,94190,흰색,자동,디젤,16,5,0,1,2279,650
30,르노삼성 SM3 네오 R4U 에디션,2014,1596,55870,검정색,자동,가솔린,27,5,0,1,1900,650
16,현대 YF쏘나타 2.0 Y20 프리미어 고급형,2011,1998,148000,진주색,자동,가솔린,15,5,0,6,2490,650
47,현대 벨로스터 익스트림 터보,2012,1591,132212,흰색,자동,가솔린,20,4,0,2,2195,650
119,현대 더 뉴 아반떼 1.6 GDi 프리미엄,2014,1591,80000,흰색,자동,가솔린,34,5,0,6,1990,649
695,현대 쏘나타 더 브릴리언트 2.0 CVVL 모던,2013,1999,122726,흰색,자동,가솔린,32,5,0,2,2635,640
127,GM대우 알페온 EL240 디럭스,2011,2384,85670,흰색,자동,가솔린,20,5,0,1,3245,640
316,현대 더 뉴 아반떼 1.6 GDi 스타일,2014,1591,94723,흰색,자동,가솔린,17,5,0,0,1395,640
364,기아 레이 1.0 가솔린 디럭스 스페셜,2012,998,71741,흰색,자동,가솔린,17,5,0,2,1310,640
45,쌍용 체어맨W CW600 프레스티지,2010,3199,109969,검정색,자동,가솔린,28,5,0,2,5615,640
69,기아 스포티지R 2.0 디젤 2WD LX,2012,1995,178342,갈색,자동,디젤,16,5,0,6,1990,640
447,현대 그랜드스타렉스 VAN 3인승 CVX 디럭스,2008,2497,160000,흰색,자동,디젤,2,3,0,11,1939,639
4,현대 그랜져HG 240 모던,2013,2400,106970,흰색,자동,가솔린,38,5,0,0,2976,630
126,르노삼성 QM3 RE,2015,1461,123647,은색,자동,디젤,25,5,0,3,2495,630
135,기아 레이 1.0 가솔린 프레스티지,2012,998,85033,검정색,자동,가솔린,24,5,0,4,1495,630
252,기아 스포티지R 2.0 디젤 2WD TLX 고급형,2010,1995,91855,흰색,자동,디젤,23,5,0,10,2187,630
282,현대 그랜져HG 300 프라임,2011,2999,195000,흰색,자동,가솔린,26,5,0,2,3292,630
522,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011,1995,130000,진회색,자동,디젤,15,5,0,3,2499,630
19,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011,1995,130000,진회색,자동,디젤,15,5,0,3,2499,630
13,쉐보레 크루즈 5도어 2.0 LTZ 플러스,2013,1998,100182,흰색,자동,디젤,25,5,0,2,2326,630
70,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2013,998,41050,흰색,자동,가솔린,4,5,0,1,1176,630
60,기아 K3 1.6 GDI 트렌디,2013,1591,98892,흰색,자동,가솔린,25,5,0,4,1788,630
94,기아 K3 1.6 GDI 프레스티지,2015,1591,41710,흰색,자동,가솔린,31,5,0,2,1895,630
176,현대 그랜져HG 240 럭셔리,2011,2359,172407,흰색,자동,가솔린,23,5,0,7,2994,630
8,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012,1995,103440,흰색,자동,디젤,15,5,0,7,2499,630
65,르노삼성 뉴 SM5 LE,2011,1998,60738,흰색,자동,가솔린,34,5,0,4,2550,630
205,현대 그랜져HG 240 럭셔리,2011,2359,2319360,검정색,자동,가솔린,35,5,0,5,2994,629
761,쉐보레 올란도 2.0 디젤 LT 프리미엄,2012,1998,93570,진회색,자동,디젤,20,7,0,10,2344,629
767,쉐보레 말리부 2.0 LT 디럭스팩,2012,1998,86925,흰색,자동,가솔린,30,5,0,3,2610,629
226,기아 K3 1.6 GDI 트렌디,2013,1591,82594,흰색,자동,가솔린,24,5,0,5,1788,620
580,현대 벨로스터 익스트림,2012,1591,84000,흰색,자동,가솔린,0,4,0,8,2095,620
747,쌍용 슈퍼렉스턴 RX7 AWD 최고급형,2008,2696,90068,흰색,자동,디젤,19,7,0,6,3606,620
186,기아 레이 1.0 가솔린 프레스티지,2012,998,100000,진주색,자동,가솔린,30,5,0,3,1495,620
191,기아 K5 2.0 프레스티지,2011,1999,100000,흰색,자동,가솔린,36,5,0,13,2600,620
192,기아 K7 VG240 디럭스 스페셜,2010,2359,130000,흰색,자동,가솔린,29,5,0,4,3070,620
210,기아 레이 1.0 가솔린 프레스티지,2012,998,102000,흰색,자동,가솔린,24,5,0,6,1495,620
46,쌍용 뉴 체어맨W CW600 프레스티지,2013,3199,317000,검정색,자동,가솔린,41,5,0,3,6220,620
63,현대 제네시스 BH330 모던 스페셜,2012,3342,270000,검정색,자동,가솔린,0,5,0,15,4665,620
57,아우디 A4 4세대 2.0 TFSI 콰트로,2011,1984,170000,진회색,자동,가솔린,0,5,0,7,4990,620
35,기아 레이 1.0 가솔린 디럭스 스페셜,2012,998,36856,기타색상,자동,가솔린,17,5,0,0,1310,620
118,르노삼성 올 뉴 SM7 LE AVM 패키지,2011,2495,142591,검정색,자동,가솔린,41,5,0,3,3321,620
3,기아 레이 1.0 가솔린 럭셔리,2013,998,85948,흰색,자동,가솔린,19,5,0,3,1406,620
475,현대 아반떼AD 1.6 GDi 스마트 스페셜,2016,1591,120000,검정색,자동,가솔린,24,5,0,2,1878,619
233,현대 투싼ix 디젤 LX20 4WD 프리미어,2012,1995,183601,검정색,자동,디젤,33,5,0,4,2781,610
189,기아 레이 1.0 가솔린 프레스티지,2012,998,110000,흰색,자동,가솔린,30,5,0,2,1495,610
145,벤츠 B클래스 B200,2010,2000,73000,흰색,자동,가솔린,19,5,0,3,3850,610
123,기아 더 프레스티지 K7 3.0 GDI 노블레스,2011,2999,99000,흰색,자동,가솔린,33,5,0,5,3870,610
18,기아 레이 1.0 가솔린 프레스티지,2012,998,129862,검정색,자동,가솔린,24,5,0,4,1490,610
72,기아 그랜드카니발 R GLX 고급형,2012,2199,204000,은색,자동,디젤,21,11,0,4,2430,605
86,벤츠 C200K 아방가르드,2009,1800,100000,흰색,자동,가솔린,38,5,0,10,5350,600
109,현대 베라크루즈 4WD 300VX 프리미엄,2007,2959,199931,흰색,자동,디젤,18,7,0,7,4261,600
160,쉐보레 말리부 2.0 LTZ,2012,1998,139000,흰색,자동,가솔린,32,5,0,1,2831,600
209,기아 레이 1.0 가솔린 프레스티지,2013,998,103100,검정색,자동,가솔린,24,5,0,10,1490,600
142,도요타 프리우스 1.8 하이브리드 M,2011,1798,180000,흰색,자동,가솔린,0,5,0,9,3770,600
170,현대 그랜드스타렉스 WAGON 11인승 CVX 럭셔리,2011,2497,187954,은색,자동,디젤,0,11,0,7,2155,600
174,현대 그랜져HG 300 노블,2011,2999,193720,검정색,자동,가솔린,44,5,0,9,3527,600
16,현대 아반떼MD M16 GDi 디럭스,2011,1591,54931,은색,자동,가솔린,9,5,0,6,1340,600
118,기아 더 뉴 모닝 1.0 가솔린 럭셔리,2015,998,45000,검정색,자동,가솔린,0,5,0,1,1190,600
408,아우디 A6 3.2 FSI 콰트로 C6,2008,3123,163900,진회색,자동,가솔린,32,5,0,0,6850,599
437,쉐보레 말리부 2.0 LTZ,2012,1998,37020,진회색,자동,가솔린,31,5,0,4,2831,599
742,현대 제네시스 BH330 럭셔리 프라임팩,2008,3342,150000,검정색,자동,가솔린,32,5,0,8,4898,599
15,현대 더 뉴 아반떼 1.6 GDi 스마트,2014,1591,105321,흰색,자동,가솔린,78,5,0,5,1749,599
266,현대 그랜져HG 240 럭셔리,2011,2359,190000,은색,자동,가솔린,23,5,0,3,2994,599
276,쉐보레 말리부 2.0 LT 디럭스팩,2012,1998,121701,흰색,자동,가솔린,30,5,0,12,2610,599
325,현대 제네시스 BH380 럭셔리,2009,3778,190952,검정색,자동,가솔린,33,5,0,8,4798,599
441,기아 올 뉴 모닝 1.0 가솔린 베이직 플러스 JA,2017,998,68830,은색,자동,가솔린,12,5,0,1,950,599
61,기아 K3 1.6 GDI 트렌디,2013,1591,97436,흰색,자동,가솔린,26,5,0,3,1788,599
30,현대 그랜드스타렉스 VAN 5인승 CVX 디럭스,2013,2497,330609,회색,자동,디젤,0,5,0,5,1983,599
58,크라이슬러 세브링 컨버터블 2.7,2001,2736,140000,금색,자동,가솔린,7,4,0,7,4040,599
15,현대 엑센트 1.6 VGT 위트 모던,2015,1582,124139,흰색,자동,디젤,20,5,0,1,1796,599
16,쉐보레 크루즈 1.8 LTZ,2012,1796,39256,흰색,자동,가솔린,17,5,0,2,1747,599
133,현대 베라크루즈 4WD 300VX 프리미엄,2007,2959,185000,흰색,자동,디젤,32,7,0,4,4261,599
136,현대 그랜져HG 240 럭셔리,2011,2359,168623,흰색,자동,가솔린,28,5,0,7,2994,599
19,현대 제네시스 BH330 럭셔리 프라임팩,2011,3342,186933,흰색,자동,가솔린,34,5,0,4,4898,599
110,현대 그랜드스타렉스 VAN 5인승 CVX 럭셔리,2011,2497,120000,은색,자동,디젤,12,5,0,4,2099,590
138,GM대우 뉴 다마스 코치 5인승 슈퍼,2009,796,46000,청색,수동,LPG,0,5,0,3,782,590
215,GM대우 뉴 다마스 코치 5인승 슈퍼,2017,796,10136,흰색,수동,LPG,2,5,0,0,1028,590
256,BMW 1시리즈 120d 쿠페 스포츠,2010,1995,110000,흰색,자동,디젤,34,4,0,9,4360,590
560,지프 그랜드체로키 2.7 CRD 라레도 WJ,2004,2685,176000,금색,자동,디젤,10,5,0,9,4930,590
649,기아 K5 2.0 럭셔리,2010,1998,52000,검정색,자동,가솔린,0,5,0,3,2495,590
739,쉐보레 캡티바 2.2 디젤 2WD LT,2011,2231,127421,진회색,자동,디젤,13,7,0,1,2941,590
22,쉐보레 어메이징 뉴 크루즈 1.4 터보 LTZ,2016,1362,83398,검정색,자동,가솔린,0,5,0,4,2199,590
169,쉐보레 더 넥스트 스파크 1.0 LTZ,2016,999,54000,진회색,자동,가솔린,23,5,0,4,1308,590
193,현대 더 뉴 아반떼 1.6 VGT 모던,2014,1582,100000,검정색,자동,디젤,31,5,0,6,2090,590
195,기아 더 프레스티지 K7 2.4 GDI 프레스티지,2011,2359,100000,흰색,자동,가솔린,43,5,0,2,3136,590
196,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012,1995,69000,흰색,자동,디젤,36,5,0,2,2499,590
240,기아 쏘렌토R 2.2 TLX 2WD 최고급형,2009,2199,108569,검정색,자동,디젤,0,7,0,3,2890,590
278,기아 올 뉴 모닝 1.0 밴 고급형 JA,2018,998,19453,흰색,자동,가솔린,0,2,0,0,975,590
329,기아 레이 1.0 바이퓨얼 프레스티지,2013,998,202178,검정색,자동,가솔린,25,5,0,1,1620,590
330,기아 레이 1.0 가솔린 럭셔리,2012,998,81729,진주색,자동,가솔린,19,5,0,10,1375,590
370,현대 제네시스 BH330 럭셔리 프라임팩,2009,3342,168100,검정색,자동,가솔린,33,5,0,5,4898,590
419,기아 쏘렌토R 2.0 TLX 2WD 프리미엄,2011,1995,192685,검정색,자동,디젤,38,7,0,2,2940,590
50,기아 더 뉴 K7 3.0 GDI 프레스티지,2013,2999,215000,검정색,자동,가솔린,41,5,0,9,3430,590
130,현대 아반떼MD M16 GDi 탑,2011,1591,81595,검정색,자동,가솔린,26,5,0,4,1890,590
169,현대 더 뉴 벨로스터 터보 디 스펙,2014,1591,47000,검정색,수동,가솔린,32,4,0,2,2150,590
192,기아 K5 2.4 GDI 프레스티지,2010,2359,150000,흰색,자동,가솔린,39,5,0,3,2825,590
1,기아 올 뉴 프라이드 1.6 GDI 해치백 럭셔리,2011,1591,33278,청색,자동,가솔린,20,5,0,3,1393,590
18,쉐보레 크루즈 2.0 LTZ 플러스,2011,1998,105069,은색,자동,디젤,25,5,0,0,2251,590
4,쉐보레 말리부 2.0 디젤 LT 프리미엄팩,2015,1956,82000,기타색상,자동,디젤,32,5,0,2,3037,590
67,BMW X5 1세대 3.0i,2004,2979,250000,은색투톤,자동,가솔린,31,5,0,7,8600,590
25,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012,998,51993,베이지색,자동,가솔린,21,5,0,2,1176,590
777,쉐보레 올란도 2.0 디젤 LT 프리미엄,2011,1998,97700,흰색,자동,디젤,20,7,0,3,2344,589
588,GM대우 알페온 CL240 프리미엄,2010,2384,92000,검정색,자동,가솔린,0,5,0,7,3123,580
760,기아 레이 1.0 가솔린 디럭스 스페셜,2012,998,102148,흰색,자동,가솔린,14,5,0,2,1290,580
229,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2013,998,68568,베이지색,자동,가솔린,27,5,0,0,1176,580
40,폭스바겐 더 뉴 파사트 7세대 2.0 TDI,2013,1968,212641,은색,자동,디젤,37,5,0,5,4140,580
57,현대 뉴 에쿠스 VS 380 프레스티지,2010,3778,379000,검정색,자동,가솔린,0,5,0,9,8600,580
86,현대 아반떼MD M16 GDi 프리미어,2011,1591,58240,흰색,자동,가솔린,25,5,0,4,1810,580
17,볼보 940 GL,1997,2316,112614,금색,자동,가솔린,0,5,0,2,3575,580
173,현대 그랜드스타렉스 VAN 3인승 CVX 럭셔리,2011,2497,363760,흰색,자동,디젤,0,3,0,1,1920,580
20,현대 그랜드스타렉스 VAN 3인승 CVX 럭셔리,2011,2497,363760,흰색,자동,디젤,0,3,0,1,1920,580
35,기아 더 뉴 모닝 1.0 가솔린 디럭스,2015,998,40258,자주색,자동,가솔린,26,5,0,2,1115,580
96,쉐보레 트랙스 1.4 가솔린 LTZ,2014,1362,170000,갈색,자동,가솔린,25,5,0,6,2289,580
44,GM대우 알페온 EL300 슈프림,2011,2997,148835,검정색,자동,가솔린,40,5,0,2,3833,580
98,쌍용 슈퍼렉스턴 RX6 4WD 최고급형,2010,2696,176993,검정투톤,자동,디젤,26,7,0,3,3315,580
733,쌍용 액티언 스포츠 AX7 4WD 클럽,2009,1998,99064,검정색,자동,디젤,0,5,0,5,2266,579
62,쉐보레 더 넥스트 스파크 1.0 LS,2016,999,45571,흰색,자동,가솔린,12,5,0,3,1036,579
448,현대 그랜드스타렉스 VAN 5인승 CVX 밸류,2010,2497,150000,흰색,수동,디젤,0,5,0,2,1778,570
623,현대 그랜저 뉴 럭셔리 Q270 럭셔리,2009,2656,39000,은색,자동,가솔린,20,5,0,2,3182,570
740,기아 레이 1.0 가솔린 럭셔리,2012,998,108879,하늘색,자동,가솔린,19,5,0,4,1375,570
19,쉐보레 더 넥스트 스파크 1.0 LT 플러스,2016,999,78128,흰색,자동,가솔린,0,5,0,2,1136,570
263,기아 더 뉴 K3 1.6 GDi 디럭스,2016,1591,71000,흰색,자동,가솔린,15,5,0,3,1545,570
350,기아 쏘렌토R 2.0 LX 2WD 고급형,2011,1995,169163,흰색,자동,디젤,20,7,0,13,2625,570
49,현대 뉴 에쿠스 VS 380 프라임 VIP팩,2009,3778,378000,검정색,자동,가솔린,0,5,0,5,7980,570
128,기아 K5 2.0 디럭스,2012,1999,116628,흰색,자동,가솔린,29,5,0,9,2420,570
172,기아 그랜드카니발 LPI GX 고급형,2009,2656,141190,흰색,자동,LPG,0,9,0,5,2375,570
208,기아 K3 1.6 GDI 트렌디,2015,1591,55000,흰색,자동,가솔린,31,5,0,2,1837,570
185,현대 투싼ix 디젤 LX20 2WD 럭셔리,2010,1995,151000,흰색,자동,디젤,21,5,0,1,2390,570
332,기아 오피러스 프리미엄 GH270 디럭스 스페셜,2009,2656,110918,검정색,자동,가솔린,28,5,0,8,3781,570
32,현대 투싼ix 디젤 LX20 2WD 럭셔리,2010,1995,151000,흰색,자동,디젤,21,5,0,1,2390,570
183,기아 오피러스 프리미엄 GH270 디럭스 스페셜,2009,2656,110918,검정색,자동,가솔린,28,5,0,8,3781,570
40,기아 K5 2.0 터보 프레스티지,2011,1998,151354,흰색,자동,가솔린,39,5,0,7,2815,570
450,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2013,998,91579,진주색,자동,가솔린,25,5,0,2,1176,569
217,현대 제네시스 BH330 그랜드 프라임팩,2009,3342,132123,은색,자동,가솔린,0,5,0,5,4440,560
550,기아 쏘렌토R 2.2 LX 4WD 고급형,2010,2199,233686,은색,자동,디젤,24,7,0,3,2850,560
574,쉐보레 어메이징 뉴 크루즈 1.8 LS,2016,1796,93000,은색,자동,가솔린,0,5,0,4,1750,560
582,현대 벨로스터 DCT 팩,2012,1591,113000,청색,자동,가솔린,0,4,0,6,2200,560
40,기아 K5 2.0 디럭스,2011,1998,76893,진회색,자동,가솔린,24,5,0,8,2365,560
106,GM대우 뉴 다마스 코치 5인승 슈퍼,2017,796,40777,흰색,수동,LPG,3,5,0,0,1028,560
125,쌍용 렉스턴W RX7 2WD 브라운 스페셜,2012,1998,249000,기타색상,자동,디젤,31,7,0,3,3383,560
165,현대 아반떼MD M16 GDi 탑,2011,1591,97500,흰색,자동,가솔린,32,5,0,3,1890,560
357,기아 올 뉴 프라이드 1.4 MPI 세단 디럭스,2012,1396,69788,흰색,자동,가솔린,17,5,0,9,1278,560
517,쌍용 체어맨W CW600 프레스티지,2009,3199,70000,검정색,자동,가솔린,18,5,0,6,5490,560
14,쌍용 체어맨W CW600 프레스티지,2009,3199,70000,검정색,자동,가솔린,18,5,0,6,5490,560
66,현대 아반떼MD M16 GDi 모던,2012,1591,69552,흰색,자동,가솔린,23,5,0,3,1860,560
67,현대 YF쏘나타 2.0 Y20 프라임 고급형,2009,1998,70000,검정색,자동,가솔린,31,5,0,3,2315,560
87,아우디 A4 2.0 TFSI,2009,2000,110000,흰색,자동,가솔린,38,5,0,5,4730,550
243,르노삼성 뉴 QM5 디젤 2WD LE,2014,1995,180445,진회색,자동,디젤,0,5,0,10,2830,550
426,기아 K7 VG270 럭셔리,2010,2656,97717,흰색,자동,가솔린,28,5,0,3,3330,550
609,기아 레이 1.0 가솔린 럭셔리,2015,998,164000,진회색,자동,가솔린,0,5,0,0,1426,550
668,현대 그랜드스타렉스 VAN 5인승 CVX 럭셔리,2011,2497,108276,은색,자동,디젤,12,5,0,3,2099,550
670,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012,1995,66000,흰색,자동,디젤,23,5,0,1,2499,550
737,르노삼성 뉴SM5 플래티넘 LE,2013,1998,82252,진회색,자동,가솔린,35,5,0,6,2660,550
781,기아 레이 1.0 가솔린 디럭스,2011,998,100722,흰색,자동,가솔린,11,5,0,4,1240,550
3,기아 레이 1.0 가솔린 디럭스,2011,998,100722,흰색,자동,가솔린,11,5,0,4,1240,550
10,쉐보레 어메이징 뉴 크루즈 2.0 디젤 LTZ,2015,1998,119433,흰색,자동,디젤,0,5,0,1,2279,550
332,기아 더 뉴 모닝 1.0 가솔린 럭셔리,2016,998,100000,흰색,자동,가솔린,16,5,0,0,1190,550
473,쌍용 슈퍼렉스턴 RX4 4WD 최고급형,2011,1998,110000,은색,자동,디젤,16,7,0,4,3382,550
11,기아 K3 1.6 GDI 프레스티지,2013,1591,99987,흰색,자동,가솔린,30,5,0,6,1875,550
191,기아 K7 VG270 럭셔리,2010,2656,256000,진회색,자동,가솔린,37,5,0,16,3340,550
206,푸조 207 GT 해치백,2010,1598,48400,은색,자동,가솔린,25,5,0,4,2590,550
25,현대 제네시스 BH330 그랜드,2009,3342,246471,검정색,자동,디젤,35,5,0,0,4149,550
52,기아 K5 2.0 럭셔리,2012,1999,155247,흰색,자동,가솔린,32,5,0,10,2555,550
84,현대 YF쏘나타 2.0 Y20 프리미어 고급형,2009,1998,85000,검정색,자동,가솔린,28,5,0,7,2490,550
94,현대 다이너스티 2.5 시그니처 SV 프리미어,2004,2497,155000,검정투톤,자동,가솔린,18,5,0,3,2874,550
326,기아 포르테 쿱 2.0 CVVT 고급형,2010,1998,128000,검정색,수동,가솔린,17,5,0,0,1874,550
177,기아 포르테 쿱 2.0 CVVT 고급형,2010,1998,128000,검정색,수동,가솔린,17,5,0,0,1874,550
36,르노삼성 뉴 QM5 디젤 2WD LE 플러스,2012,1995,153637,은색,자동,디젤,28,5,0,4,2895,550
61,기아 K7 VG270 럭셔리,2010,2656,159500,은색,자동,가솔린,33,5,0,11,3330,550
107,현대 그랜져HG 240 럭셔리,2011,2359,247468,검정색,자동,가솔린,24,5,0,1,2994,550
98,현대 베라크루즈 2WD 300X 디럭스,2011,2959,339000,은색,자동,디젤,24,7,0,9,3634,550
30,벤츠 S클래스 S320L,2002,3199,260000,흰색,자동,가솔린,0,5,0,5,10670,550
121,기아 K3 1.6 GDI 트렌디,2013,1591,30000,흰색,자동,가솔린,30,5,0,5,1837,549
156,기아 뉴 쏘렌토R 디젤 2.0 2WD TLX,2009,1995,167567,베이지색,자동,디젤,5,7,0,1,2815,549
4,기아 뉴 쏘렌토R 디젤 2.0 2WD TLX,2009,1995,167567,베이지색,자동,디젤,5,7,0,1,2815,549
415,현대 더 뉴 아반떼 1.6 GDi 모던,2013,1591,66500,진회색,자동,가솔린,26,5,0,3,1890,540
453,쌍용 뉴 코란도 C 2.0 디젤 AWD CVS 최고급형,2013,1998,108000,빨간색,자동,디젤,19,5,0,2,2406,540
584,현대 제네시스 쿠페 200 터보 R,2009,1998,110000,흰색,자동,가솔린,0,4,0,2,2942,540
716,현대 아반떼MD M16 GDi 스마트,2013,1591,97447,흰색,자동,가솔린,0,5,0,2,1695,540
65,기아 더 뉴 모닝 1.0 가솔린 디럭스,2016,998,83000,흰색,자동,가솔린,0,5,0,0,1115,540
322,기아 올 뉴 프라이드 1.6 GDI 세단 프레스티지,2012,1591,72000,흰색,자동,가솔린,23,5,0,3,1595,540
34,현대 제네시스 BH330 럭셔리,2011,3342,270000,은색,자동,가솔린,0,5,0,10,4940,540
37,현대 투싼ix 디젤 LX20 2WD 프리미어,2010,1995,128722,은색,자동,디젤,28,5,0,14,2535,540
55,현대 아반떼MD M16 GDi 모던,2011,1591,65409,흰색,자동,가솔린,21,5,0,1,1860,540
62,현대 벨로스터 익스트림,2011,1591,82081,흰색,자동,가솔린,26,4,0,0,2095,540
103,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2010,1995,186864,흰색,자동,디젤,30,5,0,8,2499,540
26,쉐보레 스파크 LT,2015,995,68000,진회색,자동,가솔린,22,5,0,1,1298,540
126,기아 올 뉴 모닝 1.0 가솔린 디럭스,2011,998,111423,은색,자동,가솔린,20,5,0,1,1000,540
762,쌍용 코란도 C 클러비 2WD,2011,1998,112864,흰색,자동,디젤,16,5,0,1,2290,539
177,르노삼성 SM5 노바 디젤 D,2015,1461,64950,검정색,자동,디젤,29,5,0,3,2590,539
640,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012,998,64000,흰색,수동,가솔린,18,5,0,1,1176,530
756,르노삼성 QM5 디젤 2WD LE 프리미엄,2009,1995,89000,진주투톤,자동,디젤,0,5,0,1,2720,530
45,현대 그랜져HG 300 노블,2011,2999,190000,검정색,자동,가솔린,28,5,0,2,3527,530
114,현대 아반떼MD M16 GDi 디럭스,2011,1591,141765,은색,자동,가솔린,11,5,0,5,1340,530
135,현대 제네시스 BH380 로얄,2008,3778,96142,검정색,자동,가솔린,39,5,0,11,5472,530
157,현대 벨로스터 익스트림,2011,1591,129000,흰색,자동,가솔린,28,4,0,7,2095,530
367,GM대우 알페온 EL300 슈프림 블랙,2011,2997,133000,검정색,자동,가솔린,15,5,0,5,3794,530
154,현대 그랜드스타렉스 VAN 5인승 CVX 럭셔리,2008,2497,168854,은색,자동,디젤,0,5,0,2,2099,530
175,현대 그랜드스타렉스 VAN 5인승 CVX 프리미엄,2012,2497,267047,은색,수동,디젤,0,5,0,7,2188,530
239,쌍용 체어맨W CW700 VVIP,2009,3598,267400,검정색,자동,가솔린,44,5,0,4,7450,530
244,르노삼성 뉴 QM5 디젤 4WD LE,2011,1995,266000,은색,자동,디젤,30,5,0,8,2955,530
19,쌍용 슈퍼렉스턴 RX7 AWD 최고급형,2008,2696,119000,검정투톤,자동,디젤,21,7,0,4,3640,530
4,쌍용 슈퍼렉스턴 RX7 AWD 최고급형,2008,2696,119000,검정투톤,자동,디젤,21,7,0,4,3640,530
763,기아 K5 2.4 GDI 프레스티지,2010,2359,106024,흰색,자동,가솔린,0,5,0,14,2825,529
114,현대 아반떼AD 1.6 LPi 스타일,2015,1591,165870,흰색,자동,LPG,0,5,0,1,1600,520
575,쉐보레 올란도 2.0 디젤 LTZ 프리미엄,2011,1998,103000,은색,자동,디젤,23,7,0,2,2560,520
587,현대 더 뉴 아반떼 1.6 GDi 스마트,2014,1591,113000,검정색,자동,가솔린,20,5,0,1,1749,520
213,기아 더 뉴 모닝 1.0 가솔린 럭셔리,2015,998,69500,흰색,자동,가솔린,0,5,0,0,1190,520
224,기아 레이 1.0 가솔린 프레스티지,2012,998,87600,베이지색,자동,가솔린,24,5,0,2,1495,520
251,기아 더 프레스티지 K7 2.4 GDI 럭셔리,2011,2359,122248,검정색,자동,가솔린,32,5,0,6,2999,520
256,현대 그랜드스타렉스 VAN 3인승 CVX 디럭스,2009,2497,178205,흰색,자동,디젤,0,3,0,10,1939,520
270,기아 쏘렌토R 2.2 LX 2WD 고급형,2009,2199,147058,은색,자동,디젤,0,7,0,7,2630,520
300,현대 그랜드스타렉스 VAN 3인승 CVX 디럭스,2010,2497,306116,진회색,자동,디젤,0,3,0,4,1939,520
24,르노삼성 QM5 디젤 2WD 보스,2010,1995,140000,회색,자동,디젤,29,5,0,8,2875,520
64,쉐보레 스파크 LT,2015,995,90000,흰색,자동,가솔린,15,5,0,2,1298,520
6,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2014,998,72000,베이지색,자동,가솔린,23,5,0,2,1176,520
123,현대 LF쏘나타 2.0 CVVL 스타일,2015,1999,179931,흰색,자동,가솔린,22,5,1,4,2204,510
591,기아 K7 VG270 디럭스,2011,2656,120000,흰색,자동,가솔린,26,5,0,3,3105,510
14,쌍용 체어맨W CW600 프레스티지,2010,3199,118000,검정색,자동,가솔린,37,5,0,8,5615,510
16,기아 레이 1.0 가솔린 럭셔리,2012,998,56982,청색,자동,가솔린,19,5,0,4,1375,510
35,르노삼성 뉴 SM5 RE,2011,1998,133142,검정색,자동,가솔린,24,5,0,3,2710,510
139,기아 K3 1.6 GDI 럭셔리,2013,1591,96883,검정색,자동,가솔린,24,5,0,7,1734,510
37,현대 제네시스 BH330 럭셔리,2010,3342,170000,은색,자동,가솔린,29,5,0,3,4724,510
89,기아 K3 1.6 GDI 노블레스,2015,1591,164000,흰색,자동,가솔린,34,5,0,5,1999,510
238,기아 K5 2.0 럭셔리,2010,1998,159097,검정색,자동,가솔린,0,5,0,2,2495,500
660,쉐보레 말리부 2.0 LTZ,2014,1998,60000,흰색,자동,가솔린,35,5,0,3,2927,500
214,기아 K5 하이브리드 500H 프레스티지,2012,1999,166600,흰색,자동,가솔린,0,5,0,13,3168,500
386,쉐보레 크루즈 2.0 LTZ 플러스,2012,1998,93365,검정색,자동,디젤,28,5,0,9,2330,500
83,현대 아반떼MD M16 GDi 스마트,2014,1591,158000,흰색,자동,가솔린,18,5,0,4,1695,500
104,기아 K5 2.4 GDI 노블레스,2010,2359,150000,흰색,자동,가솔린,6,5,0,2,2965,500
15,현대 그랜저 뉴 럭셔리 Q270 LPi 팩 II,2009,2656,122600,검정색,자동,LPG,0,5,0,4,2505,500
22,기아 올 뉴 모닝 1.0 가솔린 디럭스,2013,998,29040,흰색,자동,가솔린,11,5,0,1,1070,500
85,인피니티 G35 세단 스포츠 V36,2007,3498,127100,진회색,자동,가솔린,32,5,0,5,4980,500
6,기아 레이 1.0 가솔린 디럭스,2015,998,219000,기타색상,자동,가솔린,0,5,0,4,1281,500
36,쌍용 체어맨H 뉴 클래식 600S 최고급형,2011,3199,141000,검정색,자동,가솔린,36,5,0,1,4410,500
