no,name,year,cc,distance,color,gear,fuel,option,seat,flooding,insurance,release,price
31,르노삼성 SM7 VQ23 LE -,2006,2349,149400,은하늘색,자동,가솔린,23,5,0,1,2840,520
66,기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,2011,998,48169,기타색상,자동,가솔린,19,5,0,4,1105,520
71,현대 에쿠스 VS 450 프리미어 VIP,2004,4498,118500,검정색,자동,가솔린,33,5,0,7,7310,520
37,기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,2011,998,48169,기타색상,자동,가솔린,19,5,0,4,1105,520
42,현대 에쿠스 VS 450 프리미어 VIP,2004,4498,118500,검정색,자동,가솔린,33,5,0,7,7310,520
123,현대 LF쏘나타 2.0 CVVL 스타일,2015,1999,179931,흰색,자동,가솔린,22,5,1,4,2204,510
591,기아 K7 VG270 디럭스,2011,2656,120000,흰색,자동,가솔린,26,5,0,3,3105,510
14,쌍용 체어맨W CW600 프레스티지,2010,3199,118000,검정색,자동,가솔린,37,5,0,8,5615,510
16,기아 레이 1.0 가솔린 럭셔리,2012,998,56982,청색,자동,가솔린,19,5,0,4,1375,510
35,르노삼성 뉴 SM5 RE,2011,1998,133142,검정색,자동,가솔린,24,5,0,3,2710,510
139,기아 K3 1.6 GDI 럭셔리,2013,1591,96883,검정색,자동,가솔린,24,5,0,7,1734,510
37,현대 제네시스 BH330 럭셔리,2010,3342,170000,은색,자동,가솔린,29,5,0,3,4724,510
89,기아 K3 1.6 GDI 노블레스,2015,1591,164000,흰색,자동,가솔린,34,5,0,5,1999,510
67,기아 올 뉴 프라이드 1.6 GDI 해치백 럭셔리,2013,1591,90261,파란색,수동,가솔린,28,5,0,4,1573,510
49,쉐보레 스파크 타투 에디션 -,2013,995,50700,흰색,자동,가솔린,15,5,0,2,1219,510
238,기아 K5 2.0 럭셔리,2010,1998,159097,검정색,자동,가솔린,0,5,0,2,2495,500
660,쉐보레 말리부 2.0 LTZ,2014,1998,60000,흰색,자동,가솔린,35,5,0,3,2927,500
214,기아 K5 하이브리드 500H 프레스티지,2012,1999,166600,흰색,자동,가솔린,0,5,0,13,3168,500
386,쉐보레 크루즈 2.0 LTZ 플러스,2012,1998,93365,검정색,자동,디젤,28,5,0,9,2330,500
83,현대 아반떼MD M16 GDi 스마트,2014,1591,158000,흰색,자동,가솔린,18,5,0,4,1695,500
104,기아 K5 2.4 GDI 노블레스,2010,2359,150000,흰색,자동,가솔린,6,5,0,2,2965,500
15,현대 그랜저 뉴 럭셔리 Q270 LPi 팩 II,2009,2656,122600,검정색,자동,LPG,0,5,0,4,2505,500
22,기아 올 뉴 모닝 1.0 가솔린 디럭스,2013,998,29040,흰색,자동,가솔린,11,5,0,1,1070,500
85,인피니티 G35 세단 스포츠 V36,2007,3498,127100,진회색,자동,가솔린,32,5,0,5,4980,500
6,기아 레이 1.0 가솔린 디럭스,2015,998,219000,기타색상,자동,가솔린,0,5,0,4,1281,500
36,쌍용 체어맨H 뉴 클래식 600S 최고급형,2011,3199,141000,검정색,자동,가솔린,36,5,0,1,4410,500
24,기아 K5 2.0 스마트,2010,1998,100000,흰색,자동,가솔린,0,5,0,0,2145,500
3,아우디 A6 3세대 2.4,2006,2393,112782,은색,자동,가솔린,0,5,0,1,5990,500
160,기아 올 뉴 모닝 1.0 가솔린 디럭스,2013,998,29040,흰색,자동,가솔린,11,5,0,1,1070,500
66,르노삼성 SM5 뉴 임프레션 LE -,2008,1998,116000,흰색,자동,가솔린,21,5,0,0,2390,500
27,현대 제네시스 BH330 그랜드,2008,3342,233926,검정색,자동,가솔린,38,5,0,9,4149,500
89,르노삼성 SM3 뉴 제너레이션 LE 16 -,2006,1596,114000,흰색,자동,가솔린,11,5,0,2,1398,500
17,현대 에쿠스 리무진 VL 450 -,2007,4498,380000,검정색,자동,가솔린,29,5,0,12,8932,500
416,기아 K3 1.6 GDI 럭셔리,2012,1591,89456,흰색,자동,가솔린,21,5,0,5,1708,499
672,쉐보레 말리부 2.0 디젤 LT 디럭스팩,2014,1956,110000,흰색,자동,디젤,33,5,0,1,2920,499
690,기아 레이 1.0 가솔린 프레스티지,2013,998,77545,흰색투톤,자동,가솔린,27,5,0,2,1490,499
216,쌍용 코란도 C 클래시 2WD 컴포트,2011,1998,80000,흰색,자동,디젤,23,5,0,9,2675,499
230,현대 베라크루즈 4WD 300VX 럭셔리,2007,2959,195376,흰색,자동,디젤,7,7,0,12,3881,499
454,쉐보레 스파크 LT,2014,995,66699,노란색,자동,가솔린,23,5,0,2,1168,499
127,현대 아반떼MD M16 GDi 블루세이버,2011,1591,66929,흰색,자동,가솔린,18,5,0,8,1790,499
23,기아 오피러스 프리미엄 GH270 스페셜,2010,2656,167000,검정투톤,자동,가솔린,28,5,0,2,3574,499
137,기아 레이 1.0 터보 프레스티지,2014,998,170000,흰색,자동,가솔린,23,5,0,6,1574,499
2,현대 i30 1.6 VVT 프리미어,2009,1591,104600,검정색,자동,가솔린,18,5,0,7,1743,499
85,쉐보레 크루즈 2.0 LTZ 플러스,2014,1998,125000,검정색,자동,디젤,26,5,0,0,2307,499
11,현대 투싼ix 디젤 LX20 2WD 럭셔리,2009,1995,167700,은색,자동,디젤,22,5,0,10,2390,499
169,현대 i30 1.6 VVT 프리미어,2009,1591,104600,검정색,자동,가솔린,18,5,0,7,1743,499
270,현대 싼타페CM 2.2 VGT SLX 2WD 고급형,2008,2188,190103,은색,자동,디젤,22,7,0,4,3083,499
325,쉐보레 스파크 L -,2013,995,59536,청색,자동,가솔린,0,5,0,3,907,499
30,현대 그랜저 뉴 럭셔리 Q270 프리미어,2008,2656,158700,검정색,자동,가솔린,30,5,0,6,3363,499
15,기아 쏘울 1.6 U 고급형,2010,1591,93620,빨간색,자동,가솔린,12,5,0,1,1301,499
44,쌍용 뉴체어맨 CM500S 마제스티S,2005,2799,187000,진주투톤,자동,가솔린,27,5,0,5,4838,499
36,기아 로체 어드밴스 2.0 D-LEV 고급형,2007,1991,135800,은색투톤,자동,디젤,16,5,0,2,2309,499
29,현대 그랜져TG L330 모젠 탑 메모리팩,2005,3342,195638,진회색,자동,가솔린,37,5,0,9,3794,499
7,쉐보레 스파크 LPGi LT -,2013,999,92564,흰색,자동,LPG,11,5,0,0,1286,499
26,쌍용 액티언 CX5 4WD 최고급형,2008,1998,54883,흰색,자동,디젤,19,5,0,6,2261,499
27,현대 싼타페CM 2.2 VGT SLX 2WD 고급형,2006,2188,217821,검정색,자동,디젤,20,7,0,6,3083,499
190,기아 그랜드카니발 GLX 최고급형,2008,2902,238302,검정색,자동,디젤,20,11,0,5,2510,499
20,쌍용 액티언 CX7 4WD 고급형,2007,1998,168440,검정색,자동,디젤,26,5,0,4,2556,497
99,기아 레이 1.0 가솔린 프레스티지,2015,998,72000,검정색,자동,가솔린,26,5,0,3,1534,490
111,현대 뉴 i30 1.6 VGT PYL,2013,1582,81000,흰색,자동,디젤,33,5,0,9,2095,490
131,현대 제네시스 쿠페 200 터보 R,2009,1998,112928,검정투톤,자동,가솔린,0,4,0,6,2942,490
137,현대 베라크루즈 2WD 300VXL 프리미엄,2008,2959,178888,은색,자동,디젤,0,7,0,9,4239,490
223,쉐보레 올란도 2.0 디젤 LT 세이프티팩,2014,1998,167194,진회색,자동,디젤,24,7,0,3,2687,490
227,쉐보레 올란도 2.0 디젤 LTZ 프리미엄,2011,1998,131810,회색,자동,디젤,23,7,0,3,2560,490
451,기아 레이 1.0 가솔린 프레스티지,2012,998,130000,진회색,자동,가솔린,24,5,0,6,1495,490
549,쉐보레 올란도 2.0 LPI LT 프리미엄,2011,1998,163847,진회색,자동,LPG,20,7,0,5,2139,490
685,쉐보레 말리부 2.0 LTZ 디럭스팩,2013,1998,142000,검정색,자동,LPG,33,5,0,2,3015,490
255,쌍용 체어맨W CW700 프레스티지,2009,3598,127996,검정색,자동,가솔린,0,5,0,12,6620,490
301,현대 더 럭셔리 그랜져 Q240 디럭스,2010,2359,121000,검정색,자동,가솔린,24,5,0,9,2891,490
365,기아 더 뉴 모닝 1.0 가솔린 디럭스,2016,998,81480,검정색,자동,가솔린,0,5,0,3,1115,490
410,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2011,998,99000,흰색,자동,가솔린,28,5,0,6,1176,490
223,BMW 3시리즈 320i,2002,1997,135000,흰색,자동,가솔린,19,5,0,2,5300,490
333,르노삼성 SM7 뉴 아트 SE23 플러스,2009,2349,143753,검정색,자동,가솔린,21,5,0,14,2930,490
184,르노삼성 SM7 뉴 아트 SE23 플러스,2009,2349,143753,검정색,자동,가솔린,21,5,0,14,2930,490
24,현대 엑센트 1.6 VGT 위트 프리미어,2011,1582,117869,진회색,자동,디젤,22,5,0,4,1550,490
75,현대 더 뉴 아반떼 1.6 GDi 스타일,2014,1591,47288,은색,자동,가솔린,17,5,0,6,1395,490
84,기아 그랜드카니발 GLX 최고급형,2007,2902,156000,진주색,자동,디젤,21,11,0,2,2510,490
17,현대 제네시스 BH330 그랜드,2009,3342,156900,검정색,자동,가솔린,24,5,0,5,4149,490
28,현대 더 뉴 아반떼 1.6 VGT 모던,2014,1582,134000,흰색,자동,디젤,28,5,0,6,2090,490
22,현대 뉴 투스카니 2.0 GL 고급형,2007,1975,124000,흰색,수동,가솔린,15,4,0,7,1389,490
115,현대 뉴 투스카니 2.0 GT 기본형,2007,1975,67000,청색,수동,가솔린,8,4,0,1,1569,490
22,기아 뉴 카렌스 2.0 LPI GLX 최고급형,2006,1998,163920,흰색,자동,LPG,18,7,0,3,1940,490
27,기아 뉴 카렌스 2.0 LPI GX 최고급형,2008,1998,127230,은색,자동,LPG,0,7,0,7,1740,490
45,기아 뉴 쏘렌토 7인승 2.5 VGT TLX 2WD 고급형,2009,2497,226036,검정투톤,자동,디젤,13,7,0,2,2742,490
56,기아 올 뉴 모닝 바이퓨얼 스마트,2014,998,85000,빨간색,자동,가솔린/LPG겸용,8,5,0,0,1041,490
284,쉐보레 스파크 LPGi L -,2012,999,69631,흰색,자동,LPG,6,5,0,2,1023,490
396,현대 에쿠스 JS 380 럭셔리,2006,3778,205000,검정투톤,자동,가솔린,33,5,0,7,6211,490
50,르노삼성 뉴 SM5 LE 블랙 에디션,2007,1998,180200,검정색,자동,가솔린,29,5,0,0,2330,490
53,기아 올 뉴 모닝 1.0 가솔린 스마트,2013,998,67997,진회색,자동,가솔린,5,5,0,6,908,490
21,르노삼성 뉴 SM5 LE 블랙 에디션,2007,1998,180200,검정색,자동,가솔린,29,5,0,0,2330,490
24,기아 올 뉴 모닝 1.0 가솔린 스마트,2013,998,67997,진회색,자동,가솔린,5,5,0,6,908,490
56,기아 더 뉴 모닝 밴 고급형,2015,999,40368,흰색,자동,가솔린,12,2,0,5,1075,489
33,현대 아반떼HD 1.6 VGT S16 럭셔리,2007,1582,131075,진청색,자동,디젤,12,5,0,5,1625,489
51,기아 로체 이노베이션 2.0 LEX 프리미엄,2008,1998,100381,진주색,자동,가솔린,29,5,0,1,2351,489
2,르노삼성 뉴 SM3 LE 플러스,2009,1596,133890,은색,자동,가솔린,23,5,0,2,1760,489
177,기아 올 뉴 모닝 1.0 가솔린 스마트,2014,998,77140,진회색,자동,가솔린,8,5,0,3,955,486
432,현대 YF쏘나타 2.0 Y20 프라임 최고급형,2009,1998,94670,흰색,자동,가솔린,23,5,0,3,2500,480
95,기아 오피러스 프리미엄 GH270 스페셜 럭셔리,2010,2656,139000,검정색,자동,가솔린,29,5,0,1,3927,480
299,기아 올 뉴 모닝 1.0 가솔린 디럭스,2014,998,90944,베이지색,자동,가솔린,17,5,0,1,1070,480
9,기아 레이 1.0 가솔린 럭셔리,2014,998,80000,검정색,자동,가솔린,20,5,0,2,1426,480
59,현대 뉴 에쿠스 VS 380 럭셔리,2009,3778,397000,검정색,자동,가솔린,0,5,0,8,6622,480
202,아우디 A4 4세대 2.0 TFSI 콰트로 다이나믹,2009,1984,149000,흰색,자동,가솔린,24,5,0,12,5310,480
5,기아 K3 1.6 GDI 럭셔리,2014,1591,82000,흰색,자동,가솔린,30,5,0,7,1734,480
121,기아 올 뉴 모닝 1.0 가솔린 스마트,2014,998,62578,진회색,자동,가솔린,14,5,0,3,955,480
162,기아 오피러스 프리미엄 GH270 스페셜 럭셔리,2010,2656,139000,검정색,자동,가솔린,29,5,0,1,3927,480
19,기아 뉴 프라이드 1.5 VGT 4도어 SLX,2009,1493,90592,은색,수동,디젤,16,5,0,0,1326,480
78,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2011,998,121000,진회색,자동,가솔린,13,5,0,3,1176,475
229,현대 뉴 i30 1.6 GDi 익스트림,2011,1591,161736,흰색,자동,가솔린,29,5,0,5,2005,470
247,쉐보레 캡티바 2.0 디젤 2WD LS 프리미엄,2011,2231,184290,흰색,자동,디젤,0,7,0,5,2770,470
628,르노삼성 뉴 SM5 SE 플러스,2010,1998,69000,검정색,자동,가솔린,28,5,0,3,2370,470
676,기아 K3 1.6 GDI 프레스티지,2013,1591,77955,흰색,자동,가솔린,29,5,0,6,1875,470
254,쌍용 체어맨W CW700 프레스티지,2008,3598,117627,검정색,자동,가솔린,41,5,0,7,6620,470
163,현대 그랜드스타렉스 WAGON 12인승 CVX 럭셔리,2008,2497,178049,검정색,수동,디젤,0,12,0,7,2270,470
202,현대 아반떼MD M16 GDi 프리미어,2010,1591,111608,흰색,자동,가솔린,0,5,0,2,1810,470
49,현대 아반떼MD M16 GDi 프리미어,2010,1591,111608,흰색,자동,가솔린,0,5,0,2,1810,470
90,쉐보레 더 넥스트 스파크 1.0 LS 베이직,2017,999,110000,청색,자동,가솔린,11,5,0,2,999,470
76,기아 오피러스 프리미엄 GH270 스페셜,2009,2656,156000,은색,자동,가솔린,24,5,0,3,3574,470
76,현대 투싼 2.0 VGT 디젤 MX 2WD 최고급형,2007,1991,160908,은색투톤,자동,디젤,13,5,0,2,2114,470
158,기아 쏘렌토 2.5 LX 4WD 최고급형,2005,2497,137000,흰색,자동,디젤,22,7,0,5,2386,470
184,현대 i30 1.6 VGT 럭셔리,2008,1582,184000,진청색,수동,디젤,23,5,0,1,1803,470
227,기아 포르테 쿱 1.6 CVVT 고급형,2009,1591,139100,회색,수동,가솔린,19,5,0,1,1813,470
16,쌍용 로디우스 EZ 스페셜 11인승 2WD -,2004,2696,215600,은색,자동,디젤,19,11,0,1,2448,470
47,현대 에쿠스 JS 350 -,2003,3497,132000,진주투톤,자동,가솔린,28,5,0,12,5990,470
18,현대 에쿠스 JS 350 -,2003,3497,132000,진주투톤,자동,가솔린,28,5,0,12,5990,470
1,현대 그랜드스타렉스 VAN 5인승 CVX 럭셔리,2007,2497,130000,은색,수동,디젤,0,5,0,4,2099,469
138,기아 더 뉴 모닝 밴 -,2016,998,46700,흰색,자동,가솔린,8,2,0,2,1040,469
130,현대 그랜져TG L330 모젠 탑 메모리팩,2005,3342,229000,진주색,자동,가솔린,29,5,0,2,3794,469
120,기아 쏘렌토 2.5 TLX 4WD 고급형,2003,2497,124378,진회색,자동,디젤,15,7,0,5,2383,466
729,기아 더 뉴 모닝 1.0 가솔린 스마트,2015,998,61350,베이지색,자동,가솔린,0,5,0,3,955,460
190,기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,2012,998,95000,진회색,자동,가솔린,26,5,0,7,1105,460
248,쌍용 체어맨W CW700 VVIP,2008,3598,185226,검정색,자동,가솔린,41,5,0,6,7270,460
306,쉐보레 더 넥스트 스파크 1.0 LT,2016,999,45897,흰색,자동,가솔린,21,5,0,4,1136,460
7,현대 NF쏘나타 트랜스폼 N20 LPI 프리미어,2008,1998,92381,흰색,자동,LPG,0,5,0,2,1849,460
63,현대 YF쏘나타 2.0 Y20 프리미어,2010,1998,91572,검정색,자동,가솔린,25,5,0,9,2547,460
150,현대 벨로스터 DCT 팩,2011,1591,172871,검정색,자동,가솔린,26,4,0,8,2200,460
29,현대 더 럭셔리 그랜져 Q270 24주년 스페셜에디션 럭셔리I,2010,2656,209204,흰색,자동,가솔린,10,5,0,4,3082,460
76,닛산 큐브 3세대 1.8 S CVT,2012,1798,187000,흰색,자동,가솔린,14,5,0,5,2240,460
122,기아 레이 1.0 가솔린 럭셔리,2015,998,60000,흰색,자동,가솔린,19,5,0,0,1426,460
227,기아 K5 2.0 럭셔리,2010,1998,173344,흰색,자동,가솔린,2,5,0,5,2495,460
75,기아 K5 2.0 럭셔리,2010,1998,173344,흰색,자동,가솔린,2,5,0,5,2495,460
44,르노삼성 뉴SM5 플래티넘 LE -,2013,1998,145000,검정색,자동,가솔린,34,5,0,6,2660,460
204,현대 베르나 트랜스폼 4도어 1.4 DOHC 럭셔리,2009,1399,66117,빨간색,자동,가솔린,0,5,0,6,1073,460
43,쌍용 뉴체어맨 CM600S 마제스티S,2005,3199,202591,검정투톤,자동,가솔린,35,5,0,5,5829,460
343,쌍용 체어맨H 500S 최고급형,2009,2799,200000,검정투톤,자동,가솔린,22,5,0,4,3949,460
389,현대 아반떼HD 1.6 VVT E16 디럭스,2007,1591,63462,은색,자동,가솔린,6,5,0,1,1230,460
26,쌍용 뉴체어맨 CM500S 마제스티S,2005,2799,81000,검정투톤,자동,가솔린,20,5,0,3,4838,460
23,폭스바겐 뉴비틀 2세대 2.0 DLX,2004,1984,96176,노란색,자동,가솔린,8,4,0,3,3320,458
83,기아 스포티지R 2.0 디젤 2WD TLX 고급형,2011,1995,166000,흰색,자동,디젤,28,5,0,11,2187,450
94,기아 더 뉴 모닝 1.0 가솔린 디럭스,2015,998,53000,흰색,자동,가솔린,18,5,0,7,1115,450
225,쉐보레 더 넥스트 스파크 1.0 LS,2017,999,67261,은색,자동,가솔린,10,5,0,0,1036,450
242,현대 제네시스 BH330 그랜드,2009,3342,195204,은색,자동,가솔린,0,5,0,4,4149,450
663,기아 오피러스 프리미엄 GH270 디럭스 스페셜,2011,2656,72000,진주색,자동,가솔린,33,5,0,3,3781,450
696,쉐보레 말리부 2.0 LTZ,2013,1998,67089,진회색,자동,가솔린,32,5,0,1,2873,450
142,쌍용 뉴코란도 290SR 소프트 탑 디젤 최고급형,2001,2874,206000,검정색,자동,디젤,16,4,0,6,2406,450
215,기아 레이 1.0 가솔린 프레스티지,2013,998,120400,검정색,자동,가솔린,24,5,0,1,1490,450
223,기아 올 뉴 모닝 1.0 가솔린 베이직 플러스 JA,2017,998,87200,흰색,자동,가솔린,10,5,0,3,950,450
390,현대 제네시스 쿠페 200 터보 P,2009,1998,140754,검정색,자동,가솔린,27,4,0,9,2641,450
12,르노삼성 뉴 SM3 SE 블랙,2010,1596,131131,흰색,자동,가솔린,20,5,0,3,1690,450
64,현대 그랜저 뉴 럭셔리 Q270 LPi 팩 II,2008,2656,70792,검정색,자동,LPG,22,5,0,0,2505,450
64,현대 YF쏘나타 2.0 Y20 프리미어 최고급형,2010,1998,138977,흰색,자동,가솔린,32,5,0,8,2580,450
131,현대 아반떼MD M16 GDi 프리미어,2012,1591,99905,검정색,자동,가솔린,21,5,0,2,1810,450
159,현대 그랜드스타렉스 WAGON 12인승 CVX 밸류,2020,2497,148782,은색,자동,디젤,0,12,0,0,2082,450
217,BMW 7시리즈 750Li,2007,4799,300000,기타색상,자동,가솔린,34,5,0,11,18520,450
247,쉐보레 더 넥스트 스파크 1.0 LT 플러스,2016,999,100000,은색,자동,가솔린,19,5,0,4,1206,450
11,재규어 X타입,2004,2495,156904,은색,자동,가솔린,19,5,0,4,5690,450
19,쌍용 액티언 CX7 2WD 최고급형,2007,1998,197335,자주색,자동,디젤,27,5,0,11,2242,450
39,르노삼성 뉴 SM3 SE 블랙,2011,1596,57791,흰색,자동,가솔린,20,5,0,3,1690,450
42,현대 YF쏘나타 2.4 F24 GDI 최고급형,2010,2359,187175,검정색,자동,가솔린,38,5,0,12,2992,450
69,현대 그랜져TG Q270 LPI 장애인용,2007,2656,140000,검정색,자동,LPG,23,5,0,13,24120,450
106,쌍용 액티언 CX5 4WD 최고급형,2006,1998,161670,흰색,자동,디젤,7,5,0,3,2096,450
123,벤츠 E클래스 E240,2001,2597,117394,은색,자동,가솔린,15,5,0,4,7060,450
161,기아 올 뉴 모닝 바이퓨얼 스마트,2014,998,94000,흰색,자동,가솔린/LPG겸용,3,5,0,2,1085,450
9,기아 올 뉴 모닝 바이퓨얼 스마트,2014,998,94000,흰색,자동,가솔린/LPG겸용,3,5,0,2,1085,450
38,폭스바겐 뉴비틀 2세대 2.0 DLX,2005,1984,171760,분홍색,자동,가솔린,14,4,0,1,3220,450
52,푸조 308 1.6 HDi MCP SW,2010,1560,187000,은색,자동,디젤,18,5,0,4,3390,450
14,쉐보레 스파크 LS,2014,995,39300,검정색,자동,가솔린,13,5,0,1,1055,450
14,쉐보레 스파크 LS,2014,995,39300,검정색,자동,가솔린,13,5,0,1,1055,450
7,기아 K5 2.0 럭셔리,2011,1998,105000,진주색,자동,가솔린,29,5,0,12,2500,450
6,쉐보레 올란도 2.0 디젤 LT 프리미엄,2013,1998,227179,회색,자동,디젤,20,7,0,3,2502,450
69,쉐보레 크루즈 2.0 LTZ 플러스,2011,1998,106000,진회색,자동,디젤,28,5,0,6,2251,450
70,쌍용 액티언 CX7 2WD 최고급형,2007,1998,197335,자주색,자동,디젤,27,5,0,11,2242,450
57,현대 아반떼HD 1.6 VVT S16 럭셔리,2010,1591,78000,은색,자동,가솔린,17,5,0,9,1465,450
276,쌍용 액티언 CX5 4WD 최고급형,2008,1998,87365,은색,자동,디젤,15,5,0,2,2261,450
35,르노삼성 트위지 인텐스 -,2018,0,1400,흰색투톤,자동,전기,5,2,0,0,1500,450
41,르노삼성 트위지 인텐스 -,2017,0,5927,주황색,자동,전기,0,2,0,0,1500,450
91,기아 뉴 카렌스 2.0 LPI GX 고급형,2008,1998,121545,은색,자동,LPG,0,7,0,3,1645,450
36,현대 쏘나타 트랜스폼 N20 LPI 디럭스,2008,1998,125982,은색,자동,LPG,0,5,0,2,1527,450
20,현대 그랜져TG Q270 럭셔리,2007,2656,168000,검정색,자동,가솔린,21,5,0,2,2971,450
28,현대 에쿠스 VS 450 프리미어 VIP,2006,4498,139200,검정색,자동,가솔린,34,5,0,0,7696,450
40,쉐보레 스파크 L -,2014,995,23856,진회색,자동,가솔린,21,5,0,0,907,450
15,현대 그랜져TG L330 탑,2006,3342,170697,검정색,자동,가솔린,31,5,0,5,3577,450
18,르노삼성 SM5 뉴 임프레션 LE -,2007,1998,168000,진주색,자동,가솔린,19,5,0,1,2390,450
110,르노삼성 뉴 SM3 PE -,2010,1596,122000,은색,자동,가솔린,12,5,0,2,1490,450
397,기아 로체 어드밴스 2.0 LEX 고급형,2008,1998,135825,은색,자동,가솔린,19,5,0,2,2045,450
44,르노삼성 SM7 VQ23 XE -,2006,2349,196864,흰색,자동,가솔린,0,5,0,10,2830,450
14,르노삼성 SM7 VQ23 XE -,2006,2349,196864,흰색,자동,가솔린,0,5,0,10,2830,450
1,현대 싼타페CM 2.2 VGT 스타일 팩 4WD -,2006,2188,258000,검정색,자동,디젤,12,7,0,4,2725,450
8,르노삼성 뉴 SM5 SE 플러스,2006,1998,81930,청옥색,자동,가솔린,13,5,0,3,2070,450
33,현대 아반떼HD 1.6 VVT X16 프리미어,2007,1591,67000,은색,자동,가솔린,17,5,0,5,1520,450
36,기아 뉴모닝 LPI SLX 고급형 블랙프리미엄,2010,999,96000,파란색,자동,LPG,14,5,0,1,1044,450
4,현대 아반떼HD 1.6 VVT X16 프리미어,2007,1591,67000,은색,자동,가솔린,17,5,0,5,1520,450
7,기아 뉴모닝 LPI SLX 고급형 블랙프리미엄,2010,999,96000,파란색,자동,LPG,14,5,0,1,1044,450
783,쉐보레 더 넥스트 스파크 1.0 LS,2016,999,113930,흰색,자동,가솔린,11,5,0,2,1036,449
5,쉐보레 더 넥스트 스파크 1.0 LS,2016,999,113930,흰색,자동,가솔린,11,5,0,2,1036,449
736,르노삼성 SM7 뉴 아트 SE23 플러스,2008,2349,88753,검정색,자동,가솔린,23,5,0,5,2930,440
187,쉐보레 크루즈 2.0 LTZ 플러스,2014,1998,120000,흰색,자동,디젤,25,5,0,2,2307,440
241,현대 벨로스터 터보 D 스펙,2013,1591,53942,노란색,자동,가솔린,0,4,0,0,2130,440
249,현대 벨로스터 익스트림,2011,1591,129551,빨간색,자동,가솔린,0,4,0,11,2095,440
411,쉐보레 스파크 LPGi LS 스타,2013,995,97561,검정색,자동,LPG,18,5,0,2,1216,440
505,쌍용 슈퍼렉스턴 RX5 2WD 고급형,2010,2696,120000,검정색,자동,디젤,18,7,0,4,2735,440
2,쌍용 슈퍼렉스턴 RX5 2WD 고급형,2010,2696,120000,검정색,자동,디젤,18,7,0,4,2735,440
85,현대 아반떼MD M16 GDi 럭셔리,2010,1591,57430,진회색,자동,가솔린,15,5,0,5,1520,440
186,쌍용 코란도 C 클래시 2WD,2012,1998,158476,진회색,자동,디젤,25,5,0,4,2630,440
126,쌍용 코란도 C 클래시 2WD 컴포트,2012,1998,183399,진회색,자동,디젤,27,5,0,1,2675,440
214,현대 아반떼MD M16 GDi 에비뉴,2013,1591,83989,흰색,자동,가솔린,0,5,0,4,1785,440
228,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012,998,60576,회색,자동,가솔린,3,5,0,0,1176,440
63,현대 아반떼MD M16 GDi 에비뉴,2013,1591,83989,흰색,자동,가솔린,0,5,0,4,1785,440
76,기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012,998,60576,회색,자동,가솔린,3,5,0,0,1176,440
157,기아 뉴모닝 SLX 스페셜,2010,999,55000,흰색,자동,가솔린,19,5,0,0,986,440
161,기아 쏘렌토 2.5 TLX 4WD 최고급형,2004,2497,171181,자주색,자동,디젤,16,7,0,8,2530,440
372,현대 그랜져TG Q270 모젠 럭셔리,2006,2656,171000,은색,자동,가솔린,22,5,0,4,3256,440
17,현대 뉴베르나 4도어 1.4 디럭스 -,2008,1399,49720,하늘색,자동,가솔린,5,5,0,0,1076,440
133,르노삼성 SM5 노바 디젤 D,2015,1461,158311,진회색,자동,디젤,30,5,0,13,2590,439
464,쉐보레 트랙스 1.4 가솔린 LT 레더 패키지,2014,1362,190000,흰색,자동,가솔린,6,5,0,2,2184,439
39,쉐보레 더 넥스트 스파크 1.0 LTZ,2016,999,100000,검정색,자동,가솔린,27,5,0,1,1308,439
229,기아 K7 VG270 럭셔리,2010,2656,198600,검정색,자동,가솔린,32,5,0,6,3330,435
395,현대 엑센트 1.6 VGT 스마트,2013,1582,179100,흰색,수동,디젤,12,5,0,4,1473,435
220,기아 레이 1.0 가솔린 디럭스,2014,998,181323,하늘색,자동,가솔린,10,5,0,2,1281,430
532,쉐보레 스파크 LT,2012,995,42148,검정색,자동,가솔린,12,5,0,2,1143,430
576,기아 레이 1.0 가솔린 디럭스 스페셜,2013,998,109000,하늘색,자동,가솔린,17,5,0,9,1310,430
674,기아 레이 1.0 가솔린 럭셔리,2015,998,51000,진주색,자동,가솔린,21,5,0,2,1426,430
692,쉐보레 어메이징 뉴 크루즈 2.0 디젤 LTZ,2015,1998,94337,흰색,자동,디젤,24,5,0,1,2279,430
63,기아 레이 1.0 가솔린 럭셔리,2012,998,59000,진주색,자동,가솔린,25,5,0,7,1375,430
170,기아 쏘울 1.6 2U 쿨,2009,1591,98463,흰색,자동,가솔린,18,5,0,3,1687,430
237,르노삼성 올 뉴 SM7 LE,2011,2495,176264,검정색,자동,가솔린,39,5,0,12,3166,430
244,기아 그랜드카니발 LPI GLX 기본형,2008,2656,171880,흰색,자동,LPG,9,9,0,3,2655,430
122,현대 YF쏘나타 2.0 Y20 프라임 최고급형,2010,1998,161260,흰색,자동,가솔린,29,5,0,0,2500,430
11,기아 K5 하이브리드 500H 프레스티지,2011,1999,250000,검정색,자동,가솔린,29,5,0,5,3168,430
